area_type,availability,location,size,society,total_sqft,bath,balcony,price,lat,lon
Built-up  Area,Ready To Move,Sathya Sai Layout,4 BHK,Prowshi,4041,4.0,2.0,345.0,12.973461050000001,77.75111514194242
Super built-up  Area,Ready To Move,Ambalipura,1 BHK,,770,1.0,2.0,43.82,12.9173303,77.667161
Built-up  Area,Ready To Move,Kaval Byrasandra,2 BHK,,1066,2.0,3.0,55.0,13.0200235,77.6092887
Super built-up  Area,Ready To Move,Electronic City,1 BHK,Palleon,635,1.0,0.0,28.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Arria G,1015,2.0,1.0,45.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,Hebbal,2 BHK,AraraSa,1175,2.0,0.0,54.05,13.0382184,77.5919
Plot  Area,Ready To Move,Chikkabanavar,4 Bedroom,,1200,4.0,2.0,130.0,Chikkabanavar,Chikkabanavar
Super built-up  Area,18-May,Vidyaranyapura,2 BHK,,1188,2.0,1.0,50.0,13.4061933,75.2498674
Plot  Area,Ready To Move,Indira Nagar,5 Bedroom,,2400,5.0,2.0,700.0,12.9732913,77.6404672
Super built-up  Area,19-Oct,Soppahalli,1 BHK,,620,1.0,1.0,25.0,13.494601,77.7736559
Built-up  Area,Ready To Move,Ejipura,2 BHK,Prsichi,1210,2.0,0.0,75.0,12.945245,77.6269144
Plot  Area,18-Apr,Attibele,3 Bedroom,Goe 2me,1000,3.0,1.0,90.0,12.7782588,77.7712834
Plot  Area,Ready To Move,Electronic City,4 Bedroom,Aroveth,1800,3.0,2.0,190.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1185,2.0,2.0,43.66,13.054713,77.6339258
Built-up  Area,Ready To Move,Basavangudi,3 BHK,V2lasna,1600,3.0,3.0,130.0,12.9422105,77.5741507
Super built-up  Area,Ready To Move,Gottigere,2 BHK,,1100,2.0,1.0,28.0,12.8565317,77.5877237
Super built-up  Area,Ready To Move,Yelahanka,2 BHK,Jatish ,1300,2.0,2.0,69.23,13.1006982,77.5963454
Super built-up  Area,Ready To Move,Kasavanhalli,2 BHK,MSopsw ,1100,2.0,1.0,68.0,Kasavanhalli,Kasavanhalli
Super built-up  Area,19-Apr,Ambalipura,2 BHK,Sisice ,860,2.0,1.0,28.93,12.9173303,77.667161
Super built-up  Area,18-Jun,Panathur,2 BHK,,1007,2.0,1.0,64.0,12.9351457,77.7047541
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,SagasSa,1100,2.0,2.0,48.0,13.0195427,77.6831272
Super built-up  Area,Ready To Move,Whitefield,2 BHK,SMuilan,1187,2.0,1.0,38.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,R.T. Nagar,2 BHK,,1150,2.0,2.0,72.0,13.03969,80.23565
Super built-up  Area,Ready To Move,Nagavara,3 BHK,Vancyat,2400,3.0,2.0,252.0,12.716352,77.1522171
Super built-up  Area,18-Apr,Aavalahalli,2 BHK,,1180,2.0,3.0,41.94,Aavalahalli,Aavalahalli
Super built-up  Area,Ready To Move,Budigere,3 BHK,PrityTr,1820,3.0,2.0,85.2,13.1351402,77.74957
Plot  Area,Ready To Move,Hennur Bande,6 Bedroom,,1200,6.0,3.0,180.0,13.0367255,77.6405042
Plot  Area,Ready To Move,Sector 1 HSR Layout,3 Bedroom,,2400,6.0,2.0,775.0,12.9220052,77.6486831
Super built-up  Area,Ready To Move,KR Puram,4 BHK,,3628,4.0,1.0,246.0,13.007516,77.695935
Built-up  Area,Ready To Move,Kodbisanhalli,3 BHK,KSideas,1430,3.0,2.0,70.0,Kodbisanhalli,Kodbisanhalli
Super built-up  Area,21-Jan,Kanakpura Road,2 BHK,PrarePa,700,2.0,1.0,40.0,26.9291996,75.703282
Plot  Area,Ready To Move,Kattigenahalli,2 Bedroom,,1200,1.0,0.0,70.0,13.1194349,77.627356
Super built-up  Area,20-Dec,Old Madras Road,2 BHK,Shmes O,1165,2.0,1.0,40.77,13.0460773,77.7503908
Super built-up  Area,Ready To Move,Jalahalli,3 BHK,,1569,3.0,2.0,118.0,11.9917786,76.5066292
Super built-up  Area,Ready To Move,Basaveshwara Nagar Yelahanka,3 BHK,,1950,4.0,3.0,95.0,Basaveshwara Nagar Yelahanka,Basaveshwara Nagar Yelahanka
Plot  Area,Ready To Move,Jayanti Nagar,2 Bedroom,,1200,3.0,1.0,70.0,16.6787568,74.2300664
Super built-up  Area,Ready To Move,Yelahanka New Town,3 BHK,,2437,3.0,2.0,125.0,13.0978039,77.5811889
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,,950,2.0,2.0,46.7,12.9552572,77.6984163
Built-up  Area,18-Jul,Bellandur,3 BHK,NiCodCa,1685,3.0,3.0,115.0,12.93577245,77.66676103753434
Super built-up  Area,Ready To Move,Green Glen Layout,4 BHK,,3270,4.0,3.0,205.0,12.9269039,77.6701877
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,Maantr ,1314,2.0,2.0,110.0,12.9252241,77.6367015
Super built-up  Area,18-May,New Gurappana Palya,3 BHK,,1250,3.0,2.0,40.0,12.9207575,77.6033328
Built-up  Area,Ready To Move,Virudhu Nagar,2 BHK,AmthaIn,1130,2.0,2.0,68.0,Virudhu Nagar,Virudhu Nagar
Plot  Area,Ready To Move,Doddakannelli,6 Bedroom,,1200,9.0,3.0,122.0,12.9082413,77.6948847
Plot  Area,Ready To Move,Sultan Palaya,6 Bedroom,,890,5.0,2.0,160.0,Sultan Palaya,Sultan Palaya
Plot  Area,Ready To Move,kamanahalli main road,3 Bedroom,,857,3.0,2.0,95.0,13.648429,77.8905262
Super built-up  Area,Ready To Move,Marathahalli,3 BHK,Valdsic,1550,3.0,2.0,85.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Hoodi,3 BHK,SMaxyay,1715,2.0,2.0,100.0,12.9919033,77.7162015
Super built-up  Area,Ready To Move,Hennur Road,2 BHK,Koagati,1053,2.0,1.0,53.0,13.0258087,77.6305067
Plot  Area,Ready To Move,Begur Road,3 Bedroom,,1200,3.0,0.0,50.0,12.8746006,77.6255106
Plot  Area,Ready To Move,HBR Layout,3 Bedroom,,1800,2.0,1.0,230.0,13.0358698,77.6323597
Built-up  Area,Ready To Move,Chikkabanavar,5 Bedroom,,2400,4.0,0.0,97.0,Chikkabanavar,Chikkabanavar
Super built-up  Area,Ready To Move,Kodbisanhalli,2 BHK,Seityen,1245,1.0,3.0,60.0,Kodbisanhalli,Kodbisanhalli
Super built-up  Area,Ready To Move,Koramangala,2 BHK,Proodt ,1320,2.0,1.0,160.0,13.2923988,77.7519261
Plot  Area,Ready To Move,Whitefield,4 Bedroom,PrOakSi,3940,5.0,3.0,265.0,44.3730577,-71.6118577
Built-up  Area,Ready To Move,Thanisandra,3 BHK,Pronyt ,1241,2.0,1.0,65.0,13.054713,77.6339258
Built-up  Area,Ready To Move,7th Phase JP Nagar,3 BHK,BriumMi,2980,4.0,2.0,260.0,12.91180425,77.5874942
Plot  Area,Ready To Move,7th Block Koramangala,6 Bedroom,,600,5.0,3.0,130.0,13.2923988,77.7519261
Super built-up  Area,Ready To Move,Raja Rajeshwari Nagar,2 BHK,Vaw 1il,1090,2.0,2.0,57.0,17.3347866,78.6008776
Super built-up  Area,Ready To Move,Byrasandra,3 BHK,ViisePa,1390,2.0,1.0,50.0,13.2243447,77.8532441
Plot  Area,Ready To Move,Sampangi Rama Nagar,8 Bedroom,,600,4.0,3.0,175.0,12.96519265,77.59196446217507
Super built-up  Area,Ready To Move,Jakkur Plantation,3 BHK,Leora D,2750,5.0,2.0,275.0,13.0784743,77.6068938
Super built-up  Area,21-Dec,Kanakpura Road,3 BHK,PrarePa,1100,2.0,1.0,52.97,26.9291996,75.703282
Built-up  Area,Ready To Move,Koramangala,2 BHK,HawerMa,1350,2.0,2.0,103.0,13.2923988,77.7519261
Built-up  Area,Ready To Move,Prakash Nagar,2 BHK,,800,2.0,2.0,55.0,17.2300647,80.1331686
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1787,3.0,2.0,116.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,BTM Layout,3 BHK,,2400,3.0,2.0,220.0,12.9151772,77.6102821
Super built-up  Area,Ready To Move,Haralur Road,4 BHK,Oznzaes,3700,4.0,2.0,325.0,12.8922203,77.6558048
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Klark L,1691,3.0,2.0,93.01,12.9252241,77.6367015
Super built-up  Area,18-Jul,Bhoganhalli,4 BHK,Rosha I,2119,4.0,3.0,111.0,Bhoganhalli,Bhoganhalli
Plot  Area,Ready To Move,Thyagaraja Nagar,5 Bedroom,,570,5.0,0.0,80.0,12.931392,77.5683011
Super built-up  Area,Ready To Move,Akshaya Nagar,3 BHK,DLhtsnd,1896,3.0,2.0,102.0,13.0195427,77.6831272
Super built-up  Area,17-Oct,Banashankari Stage V,3 BHK,Naiewre,1540,3.0,2.0,48.51,12.9401275,77.5508062
Super built-up  Area,Ready To Move,Cambridge Layout,2 BHK,,1244,2.0,2.0,95.0,12.9701231,77.6277757
Super built-up  Area,Ready To Move,Hormavu,3 BHK,Naandit,1365,2.0,2.0,65.0,13.0281929,77.6630185
Super built-up  Area,18-May,Thanisandra,1 BHK,SaSkyBl,580,1.0,1.0,27.5,13.054713,77.6339258
Super built-up  Area,18-Dec,Hebbal,3 BHK,Magiaya,1355,3.0,2.0,83.87,13.0382184,77.5919
Plot  Area,Ready To Move,Bharat Nagar,3 Bedroom,,1500,4.0,2.0,180.0,21.1500075,79.0462648
Super built-up  Area,Ready To Move,8th Phase JP Nagar,2 BHK,HMityld,1513,2.0,3.0,62.0,12.9159404,77.5793207
Super built-up  Area,Ready To Move,Banashankari,2 BHK,,1175,2.0,1.0,41.13,15.8876779,75.7046777
Super built-up  Area,17-Jan,Thanisandra,3 BHK,Soitya ,2087,4.0,2.0,139.0,13.054713,77.6339258
Super built-up  Area,21-Dec,Talaghattapura,3 BHK,Sodgere,2273,3.0,2.0,145.0,Talaghattapura,Talaghattapura
Super built-up  Area,19-May,Thanisandra,3 BHK,G conTh,2050,3.0,2.0,150.0,13.054713,77.6339258
Built-up  Area,Ready To Move,Garebhavipalya,2 Bedroom,,1200,2.0,1.0,75.0,Garebhavipalya,Garebhavipalya
Super built-up  Area,Ready To Move,Whitefield,2 BHK,,1190,2.0,3.0,59.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Kodigehalli,4 BHK,,600,3.0,2.0,85.0,13.3042193,77.5112285
Super built-up  Area,18-Apr,Marathahalli,2 BHK,,1019,2.0,2.0,49.86,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,1830,3.0,2.0,133.0,13.0137105,77.4834544
Plot  Area,Ready To Move,Channasandra,7 Bedroom,,4278,7.0,1.0,299.0,12.9804938,77.7683853
Super built-up  Area,Ready To Move,Sarjapur  Road,2 BHK,MamelKa,1028,2.0,1.0,56.0,12.9252241,77.6367015
Built-up  Area,Ready To Move,Old Madras Road,2 BHK,Sastaat,1300,2.0,2.0,100.0,13.0460773,77.7503908
Super built-up  Area,Ready To Move,Whitefield,2 BHK,Maoma P,1160,2.0,1.0,67.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Mahadevpura,3 BHK,,1505,3.0,2.0,78.0,22.1514167,72.2282495
Super built-up  Area,Ready To Move,Kogilu,2 BHK,,1250,2.0,1.0,55.55,13.104198,77.6170849
Plot  Area,Ready To Move,Ramchandrapuram,1 Bedroom,,400,2.0,1.0,50.0,16.8723847,80.6401044
Super built-up  Area,Ready To Move,Sarjapur,2 BHK,,1175,2.0,1.0,41.68,12.9116225,77.6388622
Super built-up  Area,Ready To Move,Janatha Colony,2 BHK,Smrryny,1100,2.0,2.0,57.6,12.9128181,77.7999299
Super built-up  Area,Ready To Move,Vishwanatha Nagenahalli,3 BHK,PrBayGa,2159,3.0,2.0,120.0,13.0395504,77.6048537
Super built-up  Area,18-May,Devanahalli,2 BHK,Jurdsig,1230,2.0,1.0,56.45,13.2483502,77.7134377
Plot  Area,Ready To Move,Gkvk Layout,3 Bedroom,,1200,4.0,2.0,180.0,13.0705909,77.5781475
Built-up  Area,Ready To Move,Channasandra Layout,5 Bedroom,,3100,6.0,1.0,165.0,12.9028589,77.5213745
Super built-up  Area,18-Jun,Old Madras Road,5 BHK,Brica E,4500 - 5540,7.0,0.0,287.0,13.0460773,77.7503908
Built-up  Area,Ready To Move,Hegganahalli,1 Bedroom,,1200,1.0,0.0,48.0,13.2187326,77.6104355
Super built-up  Area,Ready To Move,Dodsworth Layout,2 BHK,Chisei ,1340,2.0,1.0,71.0,12.9707696,77.744557
Super built-up  Area,Ready To Move,Banashankari,3 BHK,Vimesar,1750,2.0,2.0,89.0,15.8876779,75.7046777
Super built-up  Area,Ready To Move,Banashankari Stage II,2 BHK,,1400,2.0,1.0,100.0,12.9401275,77.5508062
Built-up  Area,Ready To Move,Nagarbhavi,3 BHK,,1350,3.0,0.0,60.0,12.9546741,77.5121724
Super built-up  Area,Ready To Move,RMV Extension,3 BHK,Reion M,1675,3.0,3.0,62.0,-22.66422875,-44.85038025296362
Super built-up  Area,21-Dec,Thanisandra,2 BHK,Bhe 2ko,1340,2.0,1.0,66.33,13.054713,77.6339258
Built-up  Area,Ready To Move,Malleshwaram,2 Bedroom,,600,1.0,0.0,68.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,Hulimavu,2 BHK,Vandak ,1276,2.0,2.0,76.0,12.8773486,77.6028031
Super built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,Srdor S,1738,2.0,3.0,76.0,13.1196469,77.5586193
Super built-up  Area,Ready To Move,"Hoodi Circle, ",2 BHK,,1190,2.0,2.0,59.9,12.9920261,77.7155363
Super built-up  Area,18-Apr,Electronic City,2 BHK,Prarkun,1128,2.0,1.0,65.45,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Veersandra,2 BHK,Shnto F,1250,2.0,1.0,55.0,Veersandra,Veersandra
Built-up  Area,Ready To Move,ITI Layout,2 BHK,Soarkge,1450,2.0,2.0,90.0,13.0045212,77.6070383
Super built-up  Area,Ready To Move,Kudlu,2 BHK,MRvar S,1084,2.0,1.0,53.0,12.8889126,77.6555716
Built-up  Area,Ready To Move,Kaggadasapura,4 BHK,,2150,4.0,2.0,90.0,12.9846713,77.6790908
Built-up  Area,Ready To Move,Koramangala,4 Bedroom,,6000,4.0,0.0,625.0,13.2923988,77.7519261
Plot  Area,Ready To Move,Nagarbhavi,4 Bedroom,,600,3.0,0.0,77.0,12.9546741,77.5121724
Super built-up  Area,Ready To Move,Hosur Road,2 BHK,Kelmsoy,1250,2.0,2.0,65.0,12.773175,77.7831871
Plot  Area,Ready To Move,Seegehalli,3 Bedroom,,2400,4.0,1.0,240.0,13.387352,77.9543375
Super built-up  Area,Ready To Move,Begur,3 BHK,Spews L,1304,3.0,0.0,65.0,41.9541918,3.2088349
Super built-up  Area,Ready To Move,Rajaji Nagar,3 BHK,Brway G,1640,3.0,2.0,268.0,18.0142278,79.55262448961471
Built-up  Area,Ready To Move,7th Phase JP Nagar,2 BHK,Brnia G,980,2.0,1.0,77.44,12.91180425,77.5874942
Super built-up  Area,Ready To Move,Ramanashree Enclave,2 BHK,Sumesa ,1275,2.0,2.0,49.5,Ramanashree Enclave,Ramanashree Enclave
Plot  Area,Ready To Move,"Yelahanka,MVIT college",1 Bedroom,,10030,1.0,1.0,150.0,"Yelahanka,MVIT college","Yelahanka,MVIT college"
Plot  Area,Ready To Move,Banjara Layout,3 Bedroom,,2500,4.0,0.0,140.0,13.0382887,77.6652184
Built-up  Area,Ready To Move,Bidadi,4 Bedroom,,3600,4.0,0.0,225.0,12.7988507,77.3869947
Plot  Area,Ready To Move,Anekal,3 Bedroom,SRbiaxu,2400,4.0,0.0,95.0,12.799122,77.68060437921743
Super built-up  Area,Ready To Move,Chikku Lakshmaiah Layout,3 BHK,Prlis A,2300,3.0,2.0,280.0,Chikku Lakshmaiah Layout,Chikku Lakshmaiah Layout
Super built-up  Area,18-May,Kanakpura Road,3 BHK,Wiowsri,1450,2.0,2.0,70.18,26.9291996,75.703282
Super built-up  Area,Ready To Move,Electronic City,2 BHK,MVnexde,890,2.0,1.0,40.0,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Bannerghatta Road,2 BHK,Esave E,1340,2.0,3.0,85.0,12.8870547,77.5969483
Super built-up  Area,Ready To Move,Vidyaranyapura,3 BHK,,1100,2.0,1.0,75.0,13.4061933,75.2498674
Super built-up  Area,Ready To Move,Kengeri,2 BHK,VBvenal,750,2.0,1.0,40.0,12.9176571,77.4837568
Plot  Area,Ready To Move,Basaveshwara Nagar,4 Bedroom,,700,4.0,2.0,125.0,12.9932739,77.5388099
Super built-up  Area,Ready To Move,Akshaya Nagar,2 BHK,DLhtsnd,1300,2.0,2.0,66.0,13.0195427,77.6831272
Super built-up  Area,21-Dec,HRBR Layout,2 BHK,,1301,2.0,1.0,120.0,13.0251863,77.6340078
Built-up  Area,Ready To Move,Gnana Bharathi,9 Bedroom,,3200,8.0,1.0,130.0,12.9405562,77.50213561154962
Super built-up  Area,19-Jul,Kanakpura Road,2 BHK,Soazak ,1299,2.0,1.0,105.0,26.9291996,75.703282
Super built-up  Area,18-May,Anugrah Layout,3 BHK,,1250,3.0,3.0,40.0,Anugrah Layout,Anugrah Layout
Plot  Area,Ready To Move,Whitefield,4 Bedroom,Ieuseut,1600,4.0,2.0,300.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Kalkere,2 BHK,Sothin ,925,2.0,1.0,55.0,12.8845798,77.8609487
Plot  Area,Ready To Move,Meenakunte,3 Bedroom,Sreat R,3900,3.0,3.0,250.0,Meenakunte,Meenakunte
Super built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1107,2.0,1.0,45.0,12.9055682,77.5455438
Plot  Area,Ready To Move,Ramesh Nagar,2 Bedroom,,1400,2.0,2.0,160.0,28.6527444,77.1316496
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,1300,2.0,1.0,67.0,12.8496783,77.6649749
Built-up  Area,Ready To Move,Yeshwanthpur,2 BHK,,570,2.0,1.0,62.0,13.021834550000001,77.54768594156756
Super built-up  Area,Ready To Move,Hiremath Layout,3 BHK,MadorSp,1715,3.0,2.0,95.0,Hiremath Layout,Hiremath Layout
Built-up  Area,Ready To Move,Uttarahalli,2 BHK,,1200,2.0,1.0,55.0,12.9055682,77.5455438
Plot  Area,Ready To Move,9th Block Jayanagar,6 Bedroom,,1200,5.0,1.0,280.0,12.9191456,77.5938653
Super built-up  Area,Ready To Move,Ashok Nagar,2 BHK,,703,2.0,1.0,60.0,13.0400731,80.2159247
Super built-up  Area,18-Sep,Talaghattapura,2 BHK,,921,2.0,2.0,29.47,Talaghattapura,Talaghattapura
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Saavean,1144,2.0,2.0,65.0,12.9552572,77.6984163
Super built-up  Area,21-Jan,Kanakpura Road,1 BHK,PrarePa,525,1.0,1.0,26.01,26.9291996,75.703282
Super built-up  Area,Ready To Move,Suddaguntepalya,3 BHK,Asnex A,1400,2.0,2.0,56.0,Suddaguntepalya,Suddaguntepalya
Super built-up  Area,18-Jun,Balagere,1 BHK,Soresea,661,1.0,1.0,33.0,12.9377243,77.7280705
Plot  Area,Ready To Move,Upkar Layout,6 Bedroom,,1200,6.0,2.0,160.0,12.9592469,77.4877377
Built-up  Area,Ready To Move,Kengeri Satellite Town,5 BHK,,1200,5.0,2.0,70.0,12.9159785,77.48243125
Super built-up  Area,Ready To Move,Yelahanka,3 BHK,Prensya,1705,3.0,1.0,91.0,13.1006982,77.5963454
Plot  Area,Ready To Move,Anjana Nagar,5 Bedroom,,1035,5.0,1.0,170.0,12.9803043,77.6354911
Super built-up  Area,Ready To Move,Kadugodi,3 BHK,SRldsnt,1430,2.0,0.0,55.0,12.9985767,77.7609716
Super built-up  Area,Ready To Move,Marathahalli,2 BHK,Srconor,1240,2.0,2.0,55.0,12.9552572,77.6984163
Super built-up  Area,Ready To Move,Garudachar Palya,3 BHK,,1325,2.0,2.0,60.8,12.9938796,77.7017538
Super built-up  Area,Ready To Move,Thanisandra,2 BHK,MenueNo,1230,2.0,2.0,44.0,13.054713,77.6339258
Super built-up  Area,Ready To Move,Electronics City Phase 1,2 BHK,,1000,2.0,3.0,28.0,12.8496783,77.6649749
Plot  Area,Ready To Move,Gollarahatti,4 Bedroom,,740,2.0,1.0,24.5,13.7560386,77.2546792
Super built-up  Area,Ready To Move,Uttarahalli,3 BHK,SLnssPr,1330,2.0,2.0,46.45,12.9055682,77.5455438
Super built-up  Area,Ready To Move,Shivaji Nagar,3 BHK,FBazaah,1300,3.0,2.0,170.0,25.88455445,86.03985031384562
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,12.8922203,77.6558048
Built-up  Area,Ready To Move,Kengeri Satellite Town,4 Bedroom,,936,2.0,1.0,60.84,12.9159785,77.48243125
Super built-up  Area,18-Apr,Banashankari Stage III,3 BHK,,1500,2.0,2.0,100.0,12.9245925,77.5645639
Plot  Area,Ready To Move,Kodigehalli,3 Bedroom,,1200,4.0,1.0,156.0,13.3042193,77.5112285
Built-up  Area,Ready To Move,Cox Town,2 BHK,,1073,2.0,2.0,72.0,12.9954832,77.6208684
Built-up  Area,Ready To Move,Kudlu,2 BHK,GKityde,1300,2.0,2.0,56.0,12.8889126,77.6555716
Plot  Area,18-May,Sarjapur,4 Bedroom,Prldsum,4201,4.0,3.0,435.0,12.9116225,77.6388622
Built-up  Area,18-Dec,Electronic City,2 BHK,,1065,2.0,1.0,30.75,-6.1938201,106.8920008
Super built-up  Area,18-Apr,Whitefield,2 BHK,Prtates,1216,2.0,1.0,66.88,44.3730577,-71.6118577
Built-up  Area,Ready To Move,Jigani,3 BHK,DLhtsen,1252,3.0,2.0,59.0,12.7852528,77.6380931
Super built-up  Area,19-Aug,Hormavu,2 BHK,,1196,2.0,1.0,44.8,13.0281929,77.6630185
Built-up  Area,Ready To Move,Kudlu,2 BHK,Srrnasa,1027,2.0,2.0,44.0,12.8889126,77.6555716
Plot  Area,Ready To Move,Padmanabhanagar,3 Bedroom,,610,2.0,1.0,75.0,12.91814255,77.55767110316643
Super built-up  Area,Ready To Move,Poornapragna Housing Society Layout,3 BHK,,1270,2.0,2.0,57.15,Poornapragna Housing Society Layout,Poornapragna Housing Society Layout
Super built-up  Area,16-Nov,Mico Layout,2 BHK,Prs 2hi,1171,2.0,2.0,39.0,12.9128289,77.6028358
Super built-up  Area,Ready To Move,Kothannur,3 BHK,,1215,2.0,3.0,48.6,Kothannur,Kothannur
Plot  Area,Ready To Move,Venkateswara Nagar,1 Bedroom,,600,1.0,0.0,20.0,13.00328,80.2620566
Super built-up  Area,19-Dec,Whitefield,2 BHK,Oreldhi,1180,2.0,1.0,77.0,44.3730577,-71.6118577
Built-up  Area,18-Aug,Electronic City Phase II,2 BHK,Sryalan,1160,2.0,1.0,33.51,12.8468545,77.6769267
Plot  Area,Ready To Move,Chikkagubbi,4 Bedroom,LGrldti,4382,4.0,3.0,400.0,13.0806067,77.6662218
Super built-up  Area,20-Sep,Whitefield,3 BHK,Goted U,2140,3.0,2.0,139.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Yeshwanthpur,3 BHK,GoandAc,1500,3.0,1.0,100.0,13.021834550000001,77.54768594156756
Super built-up  Area,Ready To Move,Banaswadi,2 BHK,Naavehi,1008,2.0,2.0,52.0,13.0141618,77.6518539
Super built-up  Area,Ready To Move,Ambedkar Nagar,3 BHK,SoechHa,1921,4.0,3.0,129.0,26.40349795,82.60728148676125
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Puncyya,1127,2.0,2.0,32.0,-6.1938201,106.8920008
Super built-up  Area,18-May,Rajaji Nagar,3 BHK,Pumesim,1621,3.0,1.0,124.0,18.0142278,79.55262448961471
Plot  Area,Ready To Move,Poornapragna Housing Society Layout,3 Bedroom,,2400,3.0,0.0,360.0,Poornapragna Housing Society Layout,Poornapragna Housing Society Layout
Super built-up  Area,Ready To Move,Banashankari 2 nd Stage,3 BHK,,1030,2.0,2.0,77.25,15.8876779,75.7046777
Super built-up  Area,18-Aug,Whitefield,2 BHK,,1314,2.0,1.0,84.0,44.3730577,-71.6118577
Super built-up  Area,Ready To Move,Choodasandra,3 BHK,GRhtiru,1220,3.0,1.0,56.0,12.8921555,77.680378
Plot  Area,18-Mar,Banashankari Stage VI,4 Bedroom,,600,3.0,1.0,97.0,12.9222433,77.5618332
Built-up  Area,Ready To Move,JP Nagar,3 BHK,Meowns ,1590,2.0,3.0,85.0,12.2655944,76.6465404
Super built-up  Area,Ready To Move,Shivaji Nagar,2 BHK,,703,2.0,1.0,49.5,25.88455445,86.03985031384562
Super built-up  Area,18-Aug,Hosakerehalli,3 BHK,Maunt M,1795,3.0,2.0,64.62,12.9301881,77.5378332
Built-up  Area,Ready To Move,Gottigere,4 Bedroom,,3000,3.0,0.0,132.0,12.8565317,77.5877237
Super built-up  Area,18-Dec,Sarjapur  Road,4 BHK,Klark L,4395,4.0,2.0,242.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Electronic City,2 BHK,KBityo ,825,2.0,1.0,35.0,-6.1938201,106.8920008
Super built-up  Area,18-Dec,Yelahanka,4 BHK,Nileyap,4025,6.0,1.0,350.0,13.1006982,77.5963454
Super built-up  Area,22-Jan,Vajarahalli,3 BHK,,1254,2.0,1.0,70.0,13.9818626,76.8686607
Built-up  Area,Ready To Move,Ramagondanahalli,3 BHK,,2040,3.0,2.0,114.0,13.1196469,77.5586193
Super built-up  Area,Ready To Move,Thigalarapalya,3 BHK,Prtanha,2215,4.0,2.0,154.0,13.0137105,77.4834544
Super built-up  Area,Ready To Move,Jalahalli,2 BHK,Tahtsla,1478,2.0,2.0,125.0,11.9917786,76.5066292
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2475,4.0,3.0,337.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,Cambridge Layout,3 BHK,Bhacy L,1669,3.0,2.0,298.0,12.9701231,77.6277757
Super built-up  Area,Ready To Move,Nagappa Reddy Layout,3 BHK,Roarkan,1820,3.0,2.0,79.5,Nagappa Reddy Layout,Nagappa Reddy Layout
Super built-up  Area,19-Dec,Horamavu Agara,3 BHK,Prhar G,1623,3.0,1.0,89.0,13.0366459,77.6548087
Super built-up  Area,Ready To Move,Haralur Road,2 BHK,RInceeg,1243,2.0,2.0,46.0,12.8922203,77.6558048
Super built-up  Area,Ready To Move,Electronic City,2 BHK,Elodsre,1200,2.0,2.0,40.5,-6.1938201,106.8920008
Super built-up  Area,Ready To Move,Gottigere,3 BHK,Sklls C,1613,3.0,3.0,72.0,12.8565317,77.5877237
Super built-up  Area,Ready To Move,Rajiv Gandhi Nagar,2 BHK,Almid P,1293,2.0,2.0,80.0,13.093677150000001,79.67042111436197
Super built-up  Area,Ready To Move,Hoskote,2 BHK,Corus C,1065,2.0,2.0,28.5,13.073014,77.7921381
Super built-up  Area,18-Apr,Kudlu Gate,2 BHK,SunetSo,940,2.0,1.0,69.57,12.8895775,77.6394582
Super built-up  Area,Ready To Move,Sarjapur  Road,3 BHK,Trurea ,1181,2.0,1.0,65.0,12.9252241,77.6367015
Super built-up  Area,Ready To Move,Malleshwaram,3 BHK,Sariaat,2215,3.0,2.0,275.0,13.0027353,77.5703253
Super built-up  Area,Ready To Move,MLA Layout,2 BHK,,1050,2.0,1.0,36.0,MLA Layout,MLA Layout
